No.,名称,经度(度),纬度(度),高程(米)
660,0,116.495865041,32.874506094,24.571
661,0,116.663110207,32.874506094,26.648
662,0,116.830355372,32.874506094,48.803
663,0,116.997600537,32.874506094,32.871
664,0,117.164845702,32.874506094,38.060
665,0,117.332090867,32.874506094,50.386
666,0,117.499336033,32.874506094,71.390
667,0,117.666581198,32.874506094,67.674
668,0,117.833826363,32.874506094,63.969
669,0,118.001071528,32.874506094,50.663
670,0,106.962890625,32.707260928,1309.699
671,0,107.130135790,32.707260928,1065.019
672,0,107.297380955,32.707260928,1535.587
673,0,107.464626121,32.707260928,1504.003
674,0,107.631871286,32.707260928,1550.383
675,0,107.799116451,32.707260928,1185.887
676,0,107.966361616,32.707260928,1118.203
677,0,108.133606781,32.707260928,1190.137
678,0,108.300851947,32.707260928,1029.726
679,0,108.468097112,32.707260928,744.744
680,0,108.635342277,32.707260928,606.249
681,0,108.802587442,32.707260928,572.234
682,0,108.969832607,32.707260928,546.113
683,0,109.137077773,32.707260928,641.709
684,0,109.304322938,32.707260928,782.902
