No.,名称,经度(度),纬度(度),高程(米)
332,0,110.056731286,34.740796354,917.483
333,0,110.707128885,34.740796354,875.083
334,0,111.357526484,34.740796354,1028.841
335,0,112.007924083,34.740796354,798.666
336,0,112.658321682,34.740796354,398.956
337,0,113.308719281,34.740796354,177.389
338,0,113.959116880,34.740796354,91.746
339,0,114.609514479,34.740796354,56.529
340,0,115.259912078,34.740796354,49.668
341,0,115.910309676,34.740796354,43.051
342,0,116.560707275,34.740796354,51.566
343,0,117.211104874,34.740796354,81.967
344,0,117.861502473,34.740796354,26.635
345,0,118.511900072,34.740796354,25.433
346,0,119.162297671,34.740796354,6.735
347,0,119.812695270,34.740796354,3.238
348,0,120.463092869,34.740796354,2.800
349,0,101.601562500,34.090398755,3953.380
350,0,102.251960099,34.090398755,3506.083
351,0,102.902357698,34.090398755,3470.431
352,0,103.552755297,34.090398755,3480.180
353,0,104.203152896,34.090398755,2873.212
354,0,104.853550495,34.090398755,2200.170
355,0,105.503948094,34.090398755,1558.682
356,0,106.154345693,34.090398755,1274.990
357,0,106.804743291,34.090398755,1285.995
358,0,107.455140890,34.090398755,1173.367
359,0,108.105538489,34.090398755,1400.827
360,0,108.755936088,34.090398755,1649.159
361,0,109.406333687,34.090398755,1248.161
362,0,110.056731286,34.090398755,1168.538
363,0,110.707128885,34.090398755,617.813
364,0,111.357526484,34.090398755,599.438
365,0,112.007924083,34.090398755,581.821
366,0,112.658321682,34.090398755,382.345
367,0,113.308719281,34.090398755,169.012
368,0,113.959116880,34.090398755,70.832
369,0,114.609514479,34.090398755,49.535
370,0,115.259912078,34.090398755,39.814
371,0,115.910309676,34.090398755,33.570
372,0,116.560707275,34.090398755,30.839
373,0,117.211104874,34.090398755,27.238
374,0,117.861502473,34.090398755,20.434
375,0,118.511900072,34.090398755,13.331
376,0,119.162297671,34.090398755,6.108
377,0,119.812695270,34.090398755,1.979
378,0,120.463092869,34.090398755,0.625
379,0,121.113490468,34.090398755,0.400
380,0,101.601562500,33.440001156,3871.873
381,0,102.251960099,33.440001156,3840.856
382,0,102.902357698,33.440001156,3815.175
383,0,103.552755297,33.440001156,3640.700
384,0,104.203152896,33.440001156,2992.339
385,0,104.853550495,33.440001156,1849.674
386,0,105.503948094,33.440001156,1063.057
387,0,106.154345693,33.440001156,1083.217
388,0,106.804743291,33.440001156,1184.970
389,0,107.455140890,33.440001156,990.071
390,0,108.105538489,33.440001156,1057.557
391,0,108.755936088,33.440001156,481.335
392,0,109.406333687,33.440001156,493.476
393,0,110.056731286,33.440001156,501.077
394,0,110.707128885,33.440001156,268.536
395,0,111.357526484,33.440001156,410.105
396,0,112.007924083,33.440001156,202.437
397,0,112.658321682,33.440001156,122.812
398,0,113.308719281,33.440001156,246.939
399,0,113.959116880,33.440001156,184.237
400,0,114.609514479,33.440001156,51.926
401,0,115.259912078,33.440001156,37.737
402,0,115.910309676,33.440001156,30.873
403,0,116.560707275,33.440001156,24.989
404,0,117.211104874,33.440001156,24.716
405,0,117.861502473,33.440001156,44.785
406,0,118.511900072,33.440001156,83.091
407,0,119.162297671,33.440001156,7.750
408,0,119.812695270,33.440001156,1.852
409,0,120.463092869,33.440001156,2.966
410,0,121.113490468,33.440001156,3.258
411,0,121.763888067,33.440001156,2.800
412,0,101.601562500,32.789603557,3470.570
413,0,102.251960099,32.789603557,4024.029
414,0,102.902357698,32.789603557,4062.869
415,0,103.552755297,32.789603557,3461.380
416,0,104.203152896,32.789603557,2116.380
417,0,104.853550495,32.789603557,1276.049
418,0,105.503948094,32.789603557,933.476
419,0,106.154345693,32.789603557,748.419
420,0,106.804743291,32.789603557,802.745
421,0,107.455140890,32.789603557,957.495
422,0,108.105538489,32.789603557,1011.018
423,0,108.755936088,32.789603557,1333.506
424,0,109.406333687,32.789603557,970.376
425,0,110.056731286,32.789603557,649.368
426,0,110.707128885,32.789603557,890.121
427,0,111.357526484,32.789603557,428.584
428,0,112.007924083,32.789603557,166.953
429,0,112.658321682,32.789603557,142.345
430,0,113.308719281,32.789603557,306.734
431,0,113.959116880,32.789603557,235.525
432,0,114.609514479,32.789603557,83.615
433,0,115.259912078,32.789603557,79.631
434,0,115.910309676,32.789603557,68.708
435,0,116.560707275,32.789603557,30.389
436,0,117.211104874,32.789603557,45.661
437,0,117.861502473,32.789603557,44.178
438,0,118.511900072,32.789603557,11.174
439,0,119.162297671,32.789603557,10.906
440,0,119.812695270,32.789603557,4.510
441,0,120.463092869,32.789603557,4.817
442,0,121.113490468,32.789603557,3.264
443,0,121.763888067,32.789603557,2.494
444,0,101.601562500,32.139205958,4047.736
445,0,102.251960099,32.139205958,3907.351
446,0,102.902357698,32.139205958,4136.235
447,0,103.552755297,32.139205958,2911.336
448,0,104.203152896,32.139205958,1299.485
449,0,104.853550495,32.139205958,587.153
450,0,105.503948094,32.139205958,482.790
451,0,106.154345693,32.139205958,455.576
452,0,106.804743291,32.139205958,465.319
453,0,107.455140890,32.139205958,566.631
454,0,108.105538489,32.139205958,851.141
455,0,108.755936088,32.139205958,1333.144
456,0,109.406333687,32.139205958,1220.379
457,0,110.056731286,32.139205958,1215.472
458,0,110.707128885,32.139205958,1258.511
459,0,111.357526484,32.139205958,1201.459
460,0,112.007924083,32.139205958,388.947
461,0,112.658321682,32.139205958,173.246
462,0,113.308719281,32.139205958,119.209
463,0,113.959116880,32.139205958,119.943
464,0,114.609514479,32.139205958,185.543
465,0,115.259912078,32.139205958,287.478
466,0,115.910309676,32.139205958,344.158
467,0,116.560707275,32.139205958,180.262
468,0,117.211104874,32.139205958,32.143
469,0,117.861502473,32.139205958,10.236
470,0,118.511900072,32.139205958,11.829
471,0,119.162297671,32.139205958,43.211
472,0,119.812695270,32.139205958,13.850
473,0,120.463092869,32.139205958,6.185
474,0,121.113490468,32.139205958,2.633
475,0,121.763888067,32.139205958,1.490
476,0,101.601562500,31.488808359,3683.674
477,0,102.251960099,31.488808359,3179.379
478,0,102.902357698,31.488808359,3276.149
479,0,103.552755297,31.488808359,1354.920
480,0,104.203152896,31.488808359,535.555
481,0,104.853550495,31.488808359,440.835
482,0,105.503948094,31.488808359,397.196
483,0,106.154345693,31.488808359,377.602
484,0,106.804743291,31.488808359,401.365
485,0,107.455140890,31.488808359,466.490
486,0,108.105538489,31.488808359,570.849
487,0,108.755936088,31.488808359,771.454
488,0,109.406333687,31.488808359,998.386
489,0,110.056731286,31.488808359,1125.748
490,0,110.707128885,31.488808359,810.819
491,0,111.357526484,31.488808359,483.600
492,0,112.007924083,31.488808359,219.088
493,0,112.658321682,31.488808359,145.716
494,0,113.308719281,31.488808359,78.696
495,0,113.959116880,31.488808359,55.155
496,0,114.609514479,31.488808359,59.423
497,0,115.259912078,31.488808359,169.063
498,0,115.910309676,31.488808359,425.023
499,0,116.560707275,31.488808359,438.271
500,0,117.211104874,31.488808359,45.888
501,0,117.861502473,31.488808359,158.975
502,0,118.511900072,31.488808359,89.377
503,0,119.162297671,31.488808359,92.781
504,0,119.812695270,31.488808359,64.706
505,0,120.463092869,31.488808359,16.549
506,0,121.113490468,31.488808359,4.574
507,0,121.763888067,31.488808359,4.446
508,0,101.601562500,30.838410760,4097.258
509,0,102.251960099,30.838410760,3006.610
510,0,102.902357698,30.838410760,1892.849
511,0,103.552755297,30.838410760,778.276
512,0,104.203152896,30.838410760,455.452
513,0,104.853550495,30.838410760,419.428
514,0,105.503948094,30.838410760,363.593
515,0,106.154345693,30.838410760,360.465
516,0,106.804743291,30.838410760,395.524
517,0,107.455140890,30.838410760,446.180
518,0,108.105538489,30.838410760,689.913
519,0,108.755936088,30.838410760,1134.847
520,0,109.406333687,30.838410760,1264.714
521,0,110.056731286,30.838410760,1035.870
522,0,110.707128885,30.838410760,861.568
523,0,111.357526484,30.838410760,226.965
524,0,112.007924083,30.838410760,55.369
525,0,112.658321682,30.838410760,33.627
526,0,113.308719281,30.838410760,28.415
527,0,113.959116880,30.838410760,30.708
528,0,114.609514479,30.838410760,34.019
529,0,115.259912078,30.838410760,68.400
530,0,115.910309676,30.838410760,95.843
531,0,116.560707275,30.838410760,56.930
532,0,117.211104874,30.838410760,167.567
533,0,117.861502473,30.838410760,383.676
534,0,118.511900072,30.838410760,233.714
535,0,119.162297671,30.838410760,262.802
536,0,119.812695270,30.838410760,206.692
537,0,120.463092869,30.838410760,98.721
538,0,121.113490468,30.838410760,156.981
539,0,121.763888067,30.838410760,129.785
540,0,122.414285666,30.838410760,65.000
541,0,101.601562500,30.188013161,4141.588
542,0,102.251960099,30.188013161,2347.519
543,0,102.902357698,30.188013161,1506.942
544,0,103.552755297,30.188013161,758.379
545,0,104.203152896,30.188013161,458.524
546,0,104.853550495,30.188013161,386.268
547,0,105.503948094,30.188013161,366.461
548,0,106.154345693,30.188013161,381.055
549,0,106.804743291,30.188013161,463.648
550,0,107.455140890,30.188013161,644.347
551,0,108.105538489,30.188013161,811.043
552,0,108.755936088,30.188013161,819.189
553,0,109.406333687,30.188013161,814.689
554,0,110.056731286,30.188013161,716.648
555,0,110.707128885,30.188013161,477.467
556,0,111.357526484,30.188013161,180.566
557,0,112.007924083,30.188013161,56.778
558,0,112.658321682,30.188013161,28.584
559,0,113.308719281,30.188013161,86.033
560,0,113.959116880,30.188013161,210.308
561,0,114.609514479,30.188013161,190.492
562,0,115.259912078,30.188013161,60.717
563,0,115.910309676,30.188013161,25.555
564,0,116.560707275,30.188013161,58.035
565,0,117.211104874,30.188013161,179.692
566,0,117.861502473,30.188013161,188.610
567,0,118.511900072,30.188013161,260.026
568,0,119.162297671,30.188013161,241.716
569,0,119.812695270,30.188013161,199.445
570,0,120.463092869,30.188013161,321.436
571,0,121.113490468,30.188013161,301.050
572,0,121.763888067,30.188013161,125.966
573,0,122.414285666,30.188013161,39.129
574,0,101.601562500,29.537615562,4033.467
575,0,102.251960099,29.537615562,2590.844
576,0,102.902357698,29.537615562,2426.329
577,0,103.552755297,29.537615562,1294.695
578,0,104.203152896,29.537615562,580.293
579,0,104.853550495,29.537615562,381.688
580,0,105.503948094,29.537615562,466.864
581,0,106.154345693,29.537615562,674.186
582,0,106.804743291,29.537615562,887.448
583,0,107.455140890,29.537615562,974.840
584,0,108.105538489,29.537615562,807.483
585,0,108.755936088,29.537615562,741.566
586,0,109.406333687,29.537615562,572.087
587,0,110.056731286,29.537615562,594.937
588,0,110.707128885,29.537615562,299.808
589,0,111.357526484,29.537615562,222.130
590,0,112.007924083,29.537615562,91.073
591,0,112.658321682,29.537615562,37.023
592,0,113.308719281,29.537615562,141.020
593,0,113.959116880,29.537615562,367.928
594,0,114.609514479,29.537615562,373.501
595,0,115.259912078,29.537615562,156.524
596,0,115.910309676,29.537615562,40.914
597,0,116.560707275,29.537615562,35.814
598,0,117.211104874,29.537615562,130.511
599,0,117.861502473,29.537615562,347.986
600,0,118.511900072,29.537615562,248.959
601,0,119.162297671,29.537615562,455.346
602,0,119.812695270,29.537615562,251.419
603,0,120.463092869,29.537615562,476.603
604,0,121.113490468,29.537615562,284.605
605,0,121.763888067,29.537615562,101.849
606,0,122.414285666,29.537615562,9.200
607,0,101.601562500,28.887217963,3365.030
608,0,102.251960099,28.887217963,2774.890
609,0,102.902357698,28.887217963,2709.677
610,0,103.552755297,28.887217963,1976.654
611,0,104.203152896,28.887217963,1149.443
612,0,104.853550495,28.887217963,840.176
613,0,105.503948094,28.887217963,826.613
614,0,106.154345693,28.887217963,931.847
615,0,106.804743291,28.887217963,1087.051
616,0,107.455140890,28.887217963,1029.019
617,0,108.105538489,28.887217963,842.294
618,0,108.755936088,28.887217963,969.095
619,0,109.406333687,28.887217963,569.712
620,0,110.056731286,28.887217963,388.709
621,0,110.707128885,28.887217963,283.537
622,0,111.357526484,28.887217963,365.901
623,0,112.007924083,28.887217963,180.696
624,0,112.658321682,28.887217963,77.234
625,0,113.308719281,28.887217963,155.941
626,0,113.959116880,28.887217963,296.399
627,0,114.609514479,28.887217963,284.601
628,0,115.259912078,28.887217963,137.766
629,0,115.910309676,28.887217963,46.048
630,0,116.560707275,28.887217963,102.784
631,0,117.211104874,28.887217963,367.318
632,0,117.861502473,28.887217963,542.672
633,0,118.511900072,28.887217963,308.086
634,0,119.162297671,28.887217963,675.043
635,0,119.812695270,28.887217963,462.088
636,0,120.463092869,28.887217963,282.042
637,0,121.113490468,28.887217963,146.759
638,0,121.763888067,28.887217963,53.000
639,0,101.601562500,28.236820364,3256.748
640,0,102.251960099,28.236820364,2165.660
641,0,102.902357698,28.236820364,1848.599
642,0,103.552755297,28.236820364,1968.295
643,0,104.203152896,28.236820364,1833.389
644,0,104.853550495,28.236820364,1647.074
645,0,105.503948094,28.236820364,1453.987
646,0,106.154345693,28.236820364,1164.189
647,0,106.804743291,28.236820364,951.468
648,0,107.455140890,28.236820364,944.143
649,0,108.105538489,28.236820364,938.432
650,0,108.755936088,28.236820364,917.150
651,0,109.406333687,28.236820364,525.958
652,0,110.056731286,28.236820364,424.643
653,0,110.707128885,28.236820364,766.150
654,0,111.357526484,28.236820364,415.544
655,0,112.007924083,28.236820364,207.961
656,0,112.658321682,28.236820364,114.824
657,0,113.308719281,28.236820364,129.370
658,0,113.959116880,28.236820364,223.635
659,0,114.609514479,28.236820364,190.177
660,0,115.259912078,28.236820364,90.656
661,0,115.910309676,28.236820364,143.637
662,0,116.560707275,28.236820364,276.396
663,0,117.211104874,28.236820364,431.595
664,0,117.861502473,28.236820364,422.543
665,0,118.511900072,28.236820364,460.990
666,0,119.162297671,28.236820364,865.326
667,0,119.812695270,28.236820364,557.827
668,0,120.463092869,28.236820364,139.415
669,0,121.113490468,28.236820364,41.046
670,0,101.601562500,27.586422766,2456.130
671,0,102.251960099,27.586422766,2096.395
672,0,102.902357698,27.586422766,1412.733
673,0,103.552755297,27.586422766,1824.900
674,0,104.203152896,27.586422766,2007.498
675,0,104.853550495,27.586422766,1926.785
676,0,105.503948094,27.586422766,1645.072
677,0,106.154345693,27.586422766,1310.260
678,0,106.804743291,27.586422766,1117.815
